anciennete_jours,montant,heure,nouveau_beneficiaire,solde_avant,nb_virements_1h,changement_mdp,minutes_depuis_chg_mdp,localisation,nb_virements_vers_benef,fraude
1453,32207,3,1,2324174,1,0,7726,0,12,0
3,1383007,4,0,2541856,5,1,34,1,17,1
49,1839367,10,0,3026587,7,0,2424,1,6,1
33,838671,9,0,2985971,9,1,38,1,14,1
463,167505,15,0,1225179,0,0,24905,0,15,0
351,56637,9,1,186168,2,0,12438,1,10,0
1055,65262,11,0,2016791,0,0,12338,0,0,0
69,1459292,11,0,3797146,8,0,8501,0,17,1
100,1854332,5,0,3986236,7,1,28,0,4,1
1001,124448,6,0,2187436,2,0,16690,0,10,0
21,1964969,19,0,4000046,11,1,24,0,8,1
806,125995,12,1,2332356,1,0,36622,0,6,0
47,1263828,10,1,2588730,13,1,53,0,3,1
1011,144857,10,0,1143529,1,0,29767,0,0,0
1623,111191,14,0,396981,0,0,49228,0,0,0
337,24546,21,0,1968291,1,0,2894,0,20,0
1482,159744,2,0,2289583,0,0,44595,0,8,0
23,469731,17,1,2832428,10,0,263,1,10,1
92,1217515,22,0,2796863,10,0,4359,0,19,1
959,183733,12,1,1983007,1,0,16631,0,17,0
1931,115148,20,1,737832,2,0,21328,0,1,0
38,1524358,21,1,4255159,8,1,35,0,14,1
1317,45013,11,1,1428956,2,0,24688,1,0,0
1276,76121,23,1,2709584,2,0,12673,0,1,0
1702,121585,10,1,1469069,2,0,45315,0,20,0
50,1309952,17,1,3906459,5,0,6110,0,5,1
90,446698,14,1,734064,5,1,53,1,6,1
596,144556,5,0,167262,1,0,8677,0,20,0
61,529440,14,0,1729194,6,0,5478,1,11,1
32,703566,22,0,1606873,12,0,640,1,1,1
44,1877667,2,1,3340184,14,1,42,0,14,1
210,133742,12,0,2998331,2,0,33573,1,15,0
58,394418,8,1,3040993,9,1,27,0,8,1
51,709828,0,1,2887170,15,0,9267,1,4,1
439,176593,20,0,2483929,1,0,20686,0,17,0
719,107275,19,1,1945545,0,0,34828,0,16,0
37,867185,3,1,3701810,15,1,59,1,19,1
68,796226,23,0,3542357,15,1,50,0,11,1
97,1845161,9,1,3056853,5,1,13,0,2,1
688,104916,5,1,1355305,0,0,8874,0,11,0
564,8731,0,0,928973,2,0,26266,0,17,0
92,859273,10,0,889249,13,1,34,1,3,1
1377,13738,21,1,1706876,2,0,32135,1,2,0
1965,194425,11,1,435790,2,0,3705,0,0,0
97,1442569,19,1,2417942,12,1,1,0,19,1
753,139233,14,1,1167050,0,0,38256,1,16,0
1652,124240,18,1,764783,2,0,18129,0,11,0
1578,5360,7,0,1549109,1,0,48576,0,1,0
701,9622,18,0,2286562,0,0,44886,1,5,0
37,398618,9,0,1234181,14,0,1836,0,4,1
39,361202,8,0,2868511,14,1,28,0,20,1
260,61562,19,1,321949,1,0,10249,1,17,0
17,1772910,22,1,2772295,7,0,6288,0,17,1
1277,91559,19,1,1378752,0,0,27670,1,2,0
9,1340937,6,0,2800596,15,0,3865,1,7,1
867,163917,6,1,1556391,0,0,5328,1,8,0
23,683389,9,0,3663421,9,1,13,1,13,1
675,124694,0,0,1847838,1,0,13523,0,4,0
83,1804378,10,0,4497356,11,0,6681,0,17,1
69,902910,18,0,3725986,12,1,46,0,1,1
9,1333717,18,1,4081076,6,0,1277,1,9,1
745,183208,16,1,1821961,1,0,47049,0,3,0
1265,185778,21,0,2049153,0,0,10321,0,7,0
1020,133478,0,0,2624248,1,0,44431,1,19,0
70,327614,20,0,2860512,13,0,9488,0,20,1
1003,6466,5,0,1771962,2,0,43889,1,0,0
37,1630494,11,0,2599724,8,0,1057,1,17,1
72,701282,23,0,3254490,7,1,53,1,19,1
10,1951963,4,1,4263273,12,0,4796,0,6,1
28,1347381,8,1,2664186,8,0,1988,0,17,1
1667,3760,3,0,1145647,2,0,21927,1,0,0
744,2095,14,1,1381956,1,0,47226,0,5,0
956,105299,13,1,3019171,0,0,8319,1,17,0
546,145721,2,1,1491650,1,0,45749,1,9,0
4,576528,12,0,1157387,10,1,43,1,13,1
82,1083731,3,0,1390818,5,1,23,1,20,1
1994,4583,13,0,2929795,0,0,7112,0,4,0
989,177860,22,1,3014651,1,0,44149,1,15,0
60,1779074,7,1,3703269,15,1,16,1,6,1
774,191161,6,1,230162,2,0,33514,1,16,0
1816,197333,13,0,2827602,2,0,2532,0,17,0
1203,178434,0,0,576748,0,0,32476,1,11,0
687,118174,2,1,612242,0,0,33466,1,1,0
425,29963,8,0,520510,0,0,12119,0,15,0
1151,18966,12,0,2754652,2,0,27156,0,15,0
325,2649,17,0,362388,1,0,38742,1,4,0
46,966969,12,1,3922735,5,0,3412,1,13,1
29,1480391,21,0,1611154,5,0,5260,1,0,1
755,165999,9,1,763578,0,0,31195,0,1,0
389,176245,1,1,1326153,2,0,9422,1,8,0
826,45817,17,0,2333375,2,0,46651,0,19,0
100,611375,10,0,2025353,7,1,45,0,20,1
100,639220,16,0,2532704,7,1,26,1,13,1
70,776307,17,1,2781969,9,1,8,1,7,1
392,108250,12,0,1950706,2,0,43778,0,7,0
606,69024,13,1,1305253,2,0,3714,0,4,0
1538,53217,18,0,262583,0,0,4004,1,5,0
1773,82600,3,0,2693088,2,0,44241,1,2,0
1547,146582,4,1,3134704,0,0,41901,0,17,0
1488,193199,19,0,2900636,2,0,47216,1,8,0
1853,84224,14,0,1326435,1,0,12694,1,9,0
800,154387,11,1,2397305,0,0,44178,0,17,0
34,501336,6,0,3322667,14,0,3451,1,9,1
86,463403,10,1,2870119,15,0,2818,1,19,1
1188,47239,21,0,1790156,0,0,47188,1,0,0
33,914712,14,0,3087174,15,1,21,0,18,1
297,50474,13,1,2646453,1,0,38423,0,10,0
76,1480174,7,1,1957948,15,0,2762,1,16,1
20,1937438,2,0,3672126,12,1,52,0,8,1
1110,91751,3,0,217652,2,0,8090,1,3,0
437,66356,1,0,1207817,1,0,22140,1,15,0
56,581955,23,1,3026226,5,1,11,0,16,1
66,1205545,18,0,3811974,10,1,26,0,14,1
1615,7899,2,0,2910224,1,0,22691,1,5,0
13,1690088,7,0,3213407,5,1,31,1,6,1
857,82701,15,1,2371611,0,0,17205,1,8,0
68,305807,20,0,2522585,7,0,2866,0,5,1
99,593952,1,1,3093984,5,1,57,1,6,1
1662,5736,4,0,180758,0,0,33669,1,12,0
208,2126,17,1,2557249,0,0,12400,0,8,0
293,137601,11,0,237722,1,0,34053,0,5,0
32,1191198,18,1,3672628,10,0,5525,0,15,1
7,1931884,19,1,3239234,9,0,8749,1,17,1
62,737113,4,0,2469474,9,1,35,0,6,1
1,918359,0,1,2478226,14,1,25,1,4,1
1189,19082,10,1,2803300,1,0,45980,1,5,0
44,1890986,21,0,3081727,10,1,10,0,9,1
1776,2060,22,0,987140,2,0,11110,0,19,0
832,59846,2,1,2961744,2,0,37241,1,0,0
4,1282473,7,0,3986724,6,0,842,0,13,1
74,489195,17,0,992454,8,0,9808,1,11,1
85,1146927,12,0,2620831,15,0,2062,0,4,1
64,753015,13,1,2789984,10,1,48,1,1,1
8,534347,19,0,565379,7,0,2076,0,18,1
356,126671,4,0,2853969,2,0,22912,1,8,0
576,35846,8,1,2669908,1,0,10884,1,3,0
1136,171729,21,0,3050845,1,0,45677,0,19,0
40,1434367,4,1,3477308,11,0,705,0,18,1
1250,9037,5,1,369927,1,0,1852,1,18,0
497,54897,6,0,3015531,0,0,46077,0,3,0
564,120757,3,0,2777667,2,0,5075,0,17,0
2,1750229,9,0,2869566,15,1,35,1,8,1
81,699678,9,0,1586420,13,1,13,0,15,1
96,1308683,12,0,3080335,6,0,3615,0,14,1
1714,23855,10,0,1842238,1,0,22248,1,14,0
941,166418,13,0,1252620,0,0,18845,1,11,0
58,946938,19,0,3019757,8,0,8068,1,15,1
1349,114361,10,0,1339987,2,0,29369,1,12,0
82,1534136,3,0,3167317,7,1,23,0,20,1
1161,192257,21,0,2745298,1,0,14594,1,8,0
871,189806,8,0,776349,2,0,7413,0,3,0
864,6660,18,1,350092,0,0,6200,0,20,0
1662,57886,23,1,1464342,2,0,18267,1,2,0
70,711854,23,0,1506559,12,1,59,1,13,1
26,1916446,20,1,4460622,8,0,7229,1,6,1
10,971241,15,1,2108780,14,0,7336,0,8,1
43,1962215,11,0,2431606,12,0,5825,0,20,1
53,1298692,13,1,2910096,8,1,15,0,6,1
1875,22280,21,1,1020499,2,0,16761,1,3,0
879,10267,7,0,39336,0,0,27448,0,3,0
239,61887,4,1,3031509,1,0,10928,1,2,0
424,62663,8,1,283306,1,0,6053,1,16,0
38,1742611,4,0,2167504,11,0,8398,1,7,1
1967,116197,3,1,1298551,0,0,27988,0,16,0
12,1671628,13,1,3478497,5,0,2669,0,7,1
1228,157308,18,1,710757,2,0,27071,1,10,0
85,1073846,3,1,1164809,13,0,2814,0,17,1
832,138709,17,1,1470193,0,0,22223,1,12,0
1470,166268,10,1,487479,2,0,3922,1,13,0
56,831699,18,0,1410617,15,0,9159,0,4,1
665,119728,16,1,653967,1,0,8464,1,3,0
1480,64839,7,0,1760414,0,0,32974,1,9,0
1552,63256,14,0,400534,2,0,6204,0,16,0
1,856464,4,0,1039658,9,1,23,1,16,1
19,1272305,11,1,1762507,5,1,53,0,11,1
45,1309472,23,1,2837314,10,0,6631,0,15,1
96,1522875,6,0,3987150,6,1,46,0,14,1
1928,38228,15,1,1330921,1,0,25366,1,16,0
292,133074,3,1,695706,0,0,46467,0,12,0
78,1506598,15,0,2062866,7,1,46,1,8,1
82,1106653,17,0,1412984,9,0,1507,1,6,1
378,183902,20,0,2234960,1,0,2731,0,0,0
635,156647,11,1,2007437,2,0,23556,0,10,0
1668,89697,22,1,2978027,2,0,18314,1,16,0
1010,112443,23,1,1925719,2,0,39688,0,0,0
73,495462,20,0,1426436,9,0,6634,0,20,1
6,462813,8,1,2768882,7,1,29,1,15,1
860,85651,0,0,255024,1,0,5856,1,7,0
1252,125456,8,0,2301594,2,0,49989,1,1,0
97,934840,22,0,3116168,8,0,9014,1,12,1
1222,182401,20,0,1842542,0,0,15582,1,13,0
58,1686024,17,1,1879417,12,1,25,0,17,1
1982,194660,9,1,2227820,1,0,45071,0,17,0
22,1461021,7,0,1805659,6,1,18,1,5,1
90,1350263,5,1,1444241,9,1,40,1,17,1
3,1965776,17,1,3900882,11,1,46,0,18,1
656,153584,18,0,1875153,0,0,33493,0,7,0
55,1329294,14,0,3221145,7,0,2085,0,13,1
80,1175652,3,1,3497686,15,0,1033,1,8,1
1991,15138,16,1,2764324,1,0,15868,0,17,0
476,90111,5,0,1844438,0,0,31862,1,19,0
27,850181,13,1,3121176,10,1,37,0,11,1
80,736284,2,1,2099944,7,0,155,1,11,1
39,1394727,13,1,3228435,15,1,19,1,20,1
23,1171490,15,0,2529683,8,0,2701,0,13,1
65,1638828,12,0,1984503,12,0,9068,1,2,1
85,826846,12,0,2539509,8,0,9254,0,15,1
858,15942,13,1,2630508,1,0,10957,0,16,0
1043,56717,20,0,1095794,0,0,35074,0,17,0
1691,173324,23,0,2870256,2,0,14287,1,13,0
1953,185842,19,0,1624941,1,0,26151,0,10,0
1956,149633,22,0,1552135,1,0,31200,0,18,0
1200,78659,2,0,1972354,1,0,25606,1,3,0
79,1943998,10,1,4644702,13,1,31,1,13,1
1395,75672,21,1,1413551,2,0,25669,1,17,0
53,718609,16,1,2371700,8,1,8,1,8,1
17,791977,1,1,3053497,10,1,11,0,9,1
77,663838,4,1,2892066,10,1,60,1,6,1
1691,166659,23,1,2156971,2,0,29688,0,9,0
15,1211928,12,0,2313238,13,1,16,0,19,1
75,1705137,7,0,4604697,14,1,45,1,12,1
91,660163,20,1,2271866,8,0,3588,1,4,1
1641,112516,20,0,547206,1,0,42570,1,17,0
22,1715243,16,0,4357125,15,0,7318,0,18,1
1415,159725,19,0,1553016,0,0,22139,1,5,0
770,69125,17,0,2147433,1,0,7022,0,9,0
70,1579801,13,0,2267534,15,1,1,0,10,1
12,1039348,3,1,2824157,14,0,1110,1,5,1
1460,101290,10,1,1161489,0,0,27604,1,10,0
471,48563,18,1,1785909,1,0,31334,0,2,0
838,196222,5,0,2608041,2,0,23294,0,5,0
36,455824,8,0,3275411,9,1,48,0,9,1
86,570760,18,0,3498546,11,0,6526,1,14,1
431,4487,1,1,1677451,2,0,8946,0,3,0
380,148356,21,0,1816375,1,0,6907,1,9,0
39,1915294,22,0,3744441,12,1,22,0,9,1
72,1097588,22,1,2927485,13,0,9658,0,7,1
1488,188291,2,1,475400,1,0,46418,0,2,0
952,183659,8,1,2418628,2,0,5102,0,0,0
1909,107877,13,0,2534375,1,0,8099,1,8,0
1146,71103,16,0,455248,0,0,5323,0,3,0
83,1892616,0,1,3158139,7,1,38,1,18,1
87,1586687,1,1,4523343,6,0,4912,0,13,1
1726,78675,13,1,1893386,0,0,36906,1,2,0
1232,70803,15,1,2310734,1,0,46267,0,2,0
941,55383,2,1,2394830,0,0,46566,1,17,0
30,422425,9,0,2169777,5,1,43,1,11,1
43,1869937,14,1,3981063,5,0,8606,0,20,1
73,1981145,19,1,3585637,13,0,3410,1,17,1
20,823723,18,0,1860900,10,0,3842,0,2,1
71,1468595,1,1,1825721,14,1,23,1,14,1
501,199155,9,1,1215482,1,0,16486,0,20,0
644,181122,13,0,2441566,0,0,34008,1,13,0
1538,20540,15,1,1296318,0,0,40364,0,16,0
324,2256,20,1,2394499,1,0,38524,1,3,0
1685,169715,6,0,2502093,1,0,1216,1,19,0
1810,74526,12,1,371280,1,0,6453,0,19,0
427,58354,5,1,1100404,1,0,11043,0,8,0
1260,128095,2,1,2745867,2,0,14365,0,10,0
521,147396,21,0,1677030,2,0,42999,0,1,0
455,55980,11,1,2983855,2,0,34642,0,15,0
994,145285,2,0,1240232,2,0,19832,0,19,0
22,1734535,7,0,2002702,9,1,30,0,17,1
933,165460,15,1,272417,0,0,31589,0,18,0
1918,58417,16,1,1638093,0,0,13339,0,15,0
14,1099174,11,1,3727495,15,0,6539,1,0,1
1667,151475,16,0,1707785,1,0,1431,1,3,0
809,6194,22,1,2149706,2,0,15426,1,0,0
8,1790219,4,0,3063096,10,0,3002,0,13,1
375,134717,1,1,1003245,2,0,30946,0,10,0
1965,101413,10,0,369797,1,0,3023,0,8,0
1501,60331,5,0,2270484,0,0,13761,0,20,0
76,462763,4,0,2790842,6,1,35,0,14,1
872,89144,19,0,3084299,2,0,35751,1,2,0
851,105543,19,0,2451321,0,0,4946,1,3,0
363,4925,6,0,1929649,1,0,5995,1,3,0
544,131696,3,0,2161077,0,0,22468,0,17,0
68,930085,1,1,2415377,8,1,49,0,18,1
16,1240821,15,1,2031427,15,0,8902,1,14,1
545,164613,9,1,2247830,2,0,47262,0,18,0
73,817612,18,0,1106965,12,1,40,1,19,1
10,1281086,7,1,3157751,13,1,36,0,4,1
95,1059879,17,0,2126217,7,0,2539,0,11,1
75,1431882,12,1,3075608,7,0,290,1,17,1
1370,37413,21,1,2778369,0,0,23377,1,15,0
1579,55527,0,1,2359297,2,0,17087,0,13,0
1226,143543,23,0,1704639,1,0,25106,1,10,0
1924,135673,17,0,910474,2,0,31647,1,19,0
939,120454,3,1,2571897,1,0,23591,1,11,0
73,1078649,8,0,2416549,8,0,3372,0,8,1
1306,71849,17,1,1470263,2,0,49086,1,9,0
50,1092760,4,0,3244285,6,0,5992,0,19,1
79,448597,22,1,2473336,15,1,51,0,20,1
16,1530474,21,0,4203916,6,1,28,1,11,1
4,335202,16,1,1957618,7,0,7400,0,19,1
19,1668730,13,0,4552773,8,1,57,0,8,1
922,53437,4,1,1343944,1,0,49132,0,15,0
24,728735,7,0,2463911,9,0,3073,0,16,1
47,838275,15,0,2782080,14,0,2508,1,16,1
74,1697118,15,1,2860265,6,0,6036,1,3,1
1970,51540,23,0,754327,2,0,16016,1,10,0
1311,174374,6,0,1410590,1,0,9571,1,4,0
10,1979070,9,1,3435323,11,1,39,0,18,1
1,702220,17,1,2933094,5,1,38,0,1,1
5,373598,7,1,742486,14,0,7152,0,3,1
58,1889947,13,1,3547329,8,0,2264,0,12,1
1221,162979,19,0,230084,1,0,14665,0,2,0
668,45925,2,0,242035,2,0,45714,0,1,0
1750,95626,4,0,1865675,0,0,19688,1,17,0
73,1802118,3,1,3738462,10,1,52,1,6,1
26,814959,18,0,1009136,10,1,58,1,10,1
43,1734157,4,1,3429704,14,1,4,0,6,1
357,168556,6,1,2850093,2,0,19096,0,20,0
1073,111424,4,0,274981,1,0,34682,1,9,0
1184,101261,20,0,2638806,1,0,38394,1,1,0
362,25078,23,0,2972379,1,0,43493,1,14,0
42,444976,9,1,1334132,13,0,4809,1,12,1
45,1827215,5,0,4024486,11,1,24,0,1,1
1847,109155,15,1,1743973,0,0,44127,0,12,0
44,1963128,9,0,2581961,12,1,13,0,17,1
802,14009,3,1,1021489,2,0,36185,1,17,0
861,19995,6,0,789802,0,0,44911,0,9,0
95,332465,17,1,1021382,11,0,9597,0,8,1
62,308638,12,1,2784963,5,1,29,1,2,1
12,855526,13,0,3232597,5,0,560,1,16,1
47,1840794,4,1,4545153,11,0,499,0,14,1
1369,22119,13,0,2810534,2,0,29677,0,11,0
54,1815072,7,1,2040016,6,0,5606,0,11,1
42,1305242,21,1,3889113,10,1,47,1,7,1
6,341253,11,0,618747,6,0,6967,1,14,1
90,783897,4,0,3478758,9,1,40,0,15,1
558,177640,2,1,695257,1,0,30560,0,5,0
1669,116694,6,0,1119035,2,0,43717,0,11,0
1207,66509,1,1,2530829,0,0,28883,0,2,0
84,537436,20,1,710385,14,1,42,0,14,1
86,1784498,12,1,2354634,14,1,1,1,2,1
1,932689,21,1,2033776,9,0,1351,1,3,1
250,189107,2,0,665691,2,0,31802,0,15,0
1080,191999,14,1,3097929,2,0,24377,1,8,0
723,23903,0,1,2520091,1,0,16837,1,7,0
94,666258,18,1,1223030,12,1,56,0,20,1
1085,164325,12,0,1888405,1,0,44101,0,15,0
47,1655863,0,1,2161395,5,1,36,1,14,1
3,1002358,0,0,2210000,6,1,48,0,2,1
787,78175,21,0,1016766,2,0,34648,0,3,0
1619,36512,11,0,2916789,2,0,44110,1,10,0
94,447475,4,1,3137021,9,0,7536,0,14,1
1162,99952,23,0,2176576,2,0,39911,0,15,0
32,785291,5,0,2542706,11,1,6,1,1,1
1646,47240,12,1,861306,0,0,33117,1,16,0
1969,192217,10,1,1154248,0,0,33508,0,0,0
43,1493637,10,0,3794943,12,1,12,0,19,1
1860,113471,9,0,1980097,2,0,16763,0,15,0
57,1987395,7,0,2523817,8,1,47,1,6,1
1079,1507,18,0,2600528,1,0,3374,1,19,0
1597,111701,10,0,2169138,1,0,46930,1,3,0
952,136793,1,0,2753649,2,0,33496,0,7,0
534,128781,14,1,1773510,1,0,11123,1,0,0
66,819566,11,1,2804034,7,1,42,0,4,1
28,1532954,5,1,3131941,8,1,27,0,0,1
19,1486660,16,0,2422483,13,0,8448,0,9,1
795,28553,17,1,1265013,0,0,39118,1,19,0
1198,130625,4,1,799096,1,0,38813,1,14,0
1045,189414,0,1,3076600,0,0,13703,0,10,0
1016,190893,5,1,1868624,1,0,3160,0,10,0
886,23373,11,0,541077,1,0,28731,0,13,0
91,1966134,8,1,2362119,14,1,39,0,15,1
373,67555,6,1,420918,2,0,2803,1,8,0
1158,122920,5,1,1101113,2,0,15386,0,7,0
1570,18315,4,0,2800532,2,0,32168,0,13,0
257,14259,18,0,728763,2,0,25101,1,6,0
1108,138072,21,0,206483,2,0,21497,1,20,0
837,34648,12,1,316791,0,0,24692,1,18,0
50,1630051,20,0,3962443,6,0,2771,0,4,1
71,1815271,2,1,2254435,7,1,0,0,10,1
88,1748087,20,1,2733306,5,1,34,1,19,1
17,1225325,13,0,3802197,7,1,54,0,6,1
1573,101591,0,0,2659279,1,0,18062,0,15,0
46,615948,22,1,3396568,10,1,23,1,17,1
1317,15505,9,1,2008687,0,0,35974,0,13,0
7,971343,5,0,3230731,5,0,6946,1,18,1
51,727649,16,0,1890765,8,1,36,0,2,1
32,916992,7,1,2649210,6,1,60,0,12,1
1214,107962,11,0,338612,0,0,19775,0,6,0
5,885058,12,0,2878500,12,1,1,0,7,1
1985,5457,10,0,2446108,2,0,30824,1,0,0
1896,182488,15,0,3168567,0,0,9128,1,6,0
1690,144000,10,0,182380,1,0,32129,1,17,0
98,1378595,4,0,3312121,6,1,58,1,8,1
18,1136028,23,1,1742669,15,0,4209,0,1,1
472,34205,1,0,2527478,0,0,2801,0,6,0
98,343100,15,1,3189460,13,0,3911,1,14,1
476,123230,12,0,238275,1,0,34373,0,13,0
526,146580,18,0,992585,2,0,22269,1,11,0
1793,104899,13,1,692343,1,0,15914,0,11,0
1984,154970,14,0,2864558,0,0,37101,0,6,0
89,1565390,0,0,2689661,13,0,1080,1,4,1
331,92800,8,0,1976270,0,0,33613,0,13,0
60,583925,14,0,3095652,8,1,23,0,8,1
100,998929,10,0,3329682,10,1,58,0,12,1
96,1601955,0,0,2188312,8,0,4189,1,20,1
427,62145,13,1,465160,0,0,13341,1,7,0
79,1342117,1,0,2409783,7,1,15,0,15,1
571,131247,13,0,1753952,2,0,27953,0,1,0
2,1925938,10,0,4430410,6,1,45,1,16,1
1721,2791,0,1,1515735,2,0,22299,1,16,0
45,1536208,6,0,3315090,12,1,53,0,18,1
58,603987,12,0,2558646,9,0,1807,1,6,1
486,76023,15,1,1570382,0,0,39053,0,8,0
917,12201,18,1,2525722,2,0,31012,1,20,0
18,1981881,9,1,2869644,14,1,11,0,15,1
1845,136449,8,0,2244405,2,0,2584,1,0,0
1102,162950,10,0,1638451,0,0,8629,0,5,0
11,1626777,6,1,2175860,11,1,31,1,5,1
1106,129913,15,1,684643,0,0,7203,1,19,0
34,667803,23,1,2337294,11,0,9811,1,16,1
51,1433716,17,0,3273401,14,1,25,1,9,1
53,1727560,6,1,3625372,10,1,28,1,6,1
1431,26203,4,0,2155808,0,0,33788,0,11,0
26,521412,9,0,675715,10,0,8986,1,9,1
84,1266315,6,1,2841962,14,0,8740,0,1,1
1568,50684,16,1,2784515,2,0,33067,0,3,0
1590,63033,10,1,2061528,1,0,15466,1,5,0
443,116776,11,0,1516230,2,0,14865,0,6,0
1374,133516,12,0,2380319,1,0,25384,0,18,0
17,1634401,9,0,3471511,9,0,3158,0,9,1
1526,22808,3,1,1680509,0,0,46958,1,6,0
31,488527,16,1,1145743,8,1,22,0,12,1
91,523676,14,0,2517743,15,0,2069,0,13,1
2,529605,23,0,2076343,13,1,54,0,12,1
877,1224,19,1,1001319,2,0,41552,0,3,0
1661,93813,7,0,343798,1,0,9489,1,0,0
10,1920682,16,1,2548185,6,1,47,1,7,1
22,905327,13,1,2138807,10,0,7068,1,15,1
1410,18859,19,1,1694227,0,0,46806,1,6,0
11,1368081,6,1,4098407,12,1,12,1,1,1
621,141729,13,0,2404798,0,0,36908,0,19,0
100,1104237,23,1,3561141,13,0,2782,0,1,1
950,146072,5,0,2071708,2,0,12476,1,15,0
402,50103,8,0,772347,2,0,3039,1,4,0
1006,184970,0,1,461680,2,0,41187,0,13,0
1959,134583,5,1,1217118,2,0,41051,1,7,0
53,998681,1,1,2783153,11,1,26,1,12,1
835,188812,12,1,916295,2,0,16272,1,17,0
415,91613,6,0,1222385,1,0,12102,1,4,0
743,63385,17,1,247764,1,0,40384,1,10,0
57,1711932,2,1,3959418,6,0,7731,0,18,1
91,1813181,9,1,2932968,12,0,7712,0,20,1
44,904281,21,0,2321272,8,0,9264,0,9,1
958,167130,20,0,2757395,1,0,27462,0,9,0
27,1164246,9,1,3214907,6,1,48,1,11,1
1847,80446,13,0,2335015,2,0,31429,1,16,0
39,704301,23,1,1908819,8,1,32,1,14,1
997,43883,23,1,2055194,0,0,37886,0,18,0
87,1392851,6,0,3772579,6,0,7351,0,7,1
93,1106830,12,1,2594416,14,0,8503,0,14,1
738,2472,6,1,2907223,1,0,23297,1,13,0
1437,169996,4,0,969014,0,0,5077,1,13,0
53,1354450,9,1,4021463,8,0,9192,1,5,1
1610,54208,12,0,2151113,1,0,7262,0,0,0
669,141288,2,0,986681,0,0,8691,1,15,0
96,1047074,14,0,2096522,12,1,58,1,16,1
87,1640112,14,1,3670974,10,0,3721,1,11,1
953,43273,23,0,2894325,0,0,12598,1,16,0
19,1647786,10,0,2073967,15,1,50,0,4,1
54,1446179,23,1,3563607,5,0,7720,1,3,1
487,83331,1,0,2603922,0,0,10280,1,16,0
568,48328,17,1,1877192,2,0,35370,0,14,0
1935,23159,7,1,792146,2,0,31976,1,6,0
552,196965,15,0,1017367,2,0,14371,0,16,0
86,304162,21,0,1446469,14,1,56,0,11,1
13,344468,3,0,2780747,8,0,2822,1,5,1
1116,121363,9,1,2219366,2,0,7087,0,1,0
333,125015,0,0,1746197,2,0,18469,1,9,0
1415,68862,8,1,2848944,1,0,9064,1,11,0
64,1962692,4,1,3974341,14,0,3950,1,17,1
63,1003175,11,0,1467108,11,1,2,0,7,1
46,1412833,4,1,4227421,7,1,24,0,9,1
1017,54575,14,1,1106682,1,0,18461,1,8,0
1982,102317,1,1,1439260,1,0,39044,0,15,0
62,380269,10,0,522391,13,0,288,1,3,1
1265,22443,4,0,1656620,1,0,44271,1,7,0
26,1189225,0,0,2366246,14,1,4,1,13,1
1860,147399,6,1,1971638,1,0,35524,0,18,0
4,1240406,22,0,3728147,6,0,6889,0,2,1
1366,47812,2,0,1002432,2,0,20338,1,4,0
1325,46815,19,1,499163,1,0,41990,0,7,0
96,1768206,2,1,4400760,8,1,19,0,18,1
65,1608818,19,0,3088754,5,1,60,1,12,1
82,868448,9,0,1697929,9,1,5,0,2,1
83,1050254,4,1,1834746,15,1,17,1,5,1
5,462987,1,0,1160188,15,0,5398,0,13,1
41,524252,17,1,3378193,10,1,24,0,3,1
5,364402,13,1,2467776,14,0,903,0,20,1
1390,51423,18,0,2974369,2,0,15662,0,1,0
59,1098960,18,1,3487132,8,0,2915,1,4,1
62,666996,10,0,1443788,11,0,7386,0,18,1
92,1965680,20,1,3348110,9,1,21,1,17,1
889,125600,13,0,3092867,1,0,14900,1,20,0
496,156919,2,1,341502,1,0,5872,1,4,0
1137,159106,18,1,3083728,0,0,17534,1,15,0
468,49806,11,0,2785564,1,0,27382,1,18,0
568,4175,0,1,72265,0,0,45575,0,4,0
415,46593,1,0,2383717,1,0,48300,1,2,0
87,1460021,20,1,3919849,5,1,52,1,11,1
1044,16637,1,1,1276774,2,0,24853,0,19,0
1858,78754,0,0,435899,2,0,19224,0,5,0
75,1793496,10,1,2992526,7,1,34,1,11,1
1222,155608,22,1,1703224,1,0,27472,0,7,0
1395,106215,11,0,1232065,0,0,15735,1,12,0
13,824196,14,0,3752259,10,0,1844,0,0,1
591,33498,18,1,2405739,2,0,14575,1,11,0
47,1113224,6,0,1771461,11,1,4,1,6,1
1363,15082,14,1,700760,1,0,24869,0,9,0
28,1668432,2,0,2604137,9,1,8,1,3,1
973,197426,4,1,887885,0,0,36842,1,20,0
46,483241,5,0,3304134,9,0,6722,1,8,1
100,1252261,9,0,2286889,5,0,2601,0,15,1
83,314940,4,1,1526951,11,0,8438,0,11,1
367,52011,22,0,217160,0,0,1372,0,20,0
1174,82955,0,0,2743663,1,0,15926,0,4,0
469,147450,17,0,2098085,0,0,29509,1,15,0
59,1717812,6,1,3188938,9,0,3251,0,3,1
1736,106136,8,0,547831,1,0,36654,1,12,0
561,29732,7,0,2534015,2,0,47574,0,0,0
865,67934,6,0,104053,2,0,8009,1,1,0
61,881072,20,1,1579482,12,0,6534,0,8,1
1210,84407,22,1,2194272,2,0,8019,1,8,0
57,931193,14,0,1012005,12,1,52,1,12,1
12,1228912,8,1,1278366,14,0,8367,1,16,1
1495,109268,4,0,1506194,2,0,48722,0,16,0
76,392871,21,1,2166988,13,0,6764,0,8,1
